Model,Market,Year From,Year To,URL,Make
SOUL 12 (2011-2013),GEN,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHA_cDRpMGXgYqzj9TIh4PQuLOwvKO1u5qXm97RkdfI0b-_6peJwMfEwdDf1oWJn5ui0YmLrbOQqZPcgJu8sYOax9WI9Pr5xMvGxIyshIXf5ey8uLq6pb2KqdvWz7Kkva-zobDEkfb2p7_UxMDT3MSblIjfwcTEwdoAAAAAb3uCLQ%3D%3D%24&vid=1258515058&q=,Kia
RIO 12 (RUSSIA PLANT-EUR) (2011-2015),EUR,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwH-w_7vmv-pv7SNser2ub3un4-enp2OkMeqte7h6K7u9-iD3Nq1_P_--_jv5urmub3unei2spKKvqTI5Yu0hvqAtL3p68TYjPvy-f2zlbjm78eZg4GFg5qEtsrr9LqNnYKWjJiMp6HVhYLq-v7t4prAyNSFjOqbgIyEnLje0p7k6uP-_fv5uKm3_fjjAAAAAI8ZiFQ%3D%24&vid=938659167&q=,Kia
Ray EV,DOM,2011,2017,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwE9AD0sWTxqfHdOcik1en4tRU1HQl5MOWdrZiMsbCo1LEJCF2p0PTo5PC0iK3h0YmZfLHR2UE5TMjgMN2VdMTFBfSh1CQcEOTY7OXFReXgiGBFBRUdHWEB3VCYrMk9ZQFJOXE05bAoldi5MXgAAAABu2SXm%24&vid=2022956610&q=,Kia
RIO 12 (RUSSIA PLANT-RUS) (2011-2015),CIS,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGOs46f6o_Zz8T9wZqGyc2e7-ju7-3-4LfaxZ6RmN6eh5jzrKrFjI-Oi4iflpqWyc2e7ZjGwuL686qYxvT13eKE7OuZm7So_IuCiY3D5ciWn7fp8_H18-r0xrqbhMr97fLm_Oj819Gl9fKaio6dkuqwuKT1_Jrr8Pz07Mi5ou-UmpOOjYuJyNnHjYiTAAAAAFobTvY%3D%24&vid=1442572473&q=,Kia
SOUL 12 (2011-2013),USA,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGItYiZ7InfycL7x5yAz8uY8Pfw--v989Lf05aZ2Z-Amff3ot_BiI-MiZiXns3B19PqmcHD5fv36Y3aw-LOxeTe1J3AvLKxjIOOjMTkzM2XraT08PLy7fXC4ZOeh_rs9ef76fiM2b6-7_ecjIiblIzT3MCXiYyMiZIAAAAAD8UBeA%3D%3D%24&vid=1057148749&q=,Kia
SOUL 12 (2011-2013),EUR,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFsUWx9CG07LSYfI3hkKy98FB0MDA8ZFzY7N3J9PXtkfRMTRjslbGtobXxzeiklMzcOfSUnAR8tCHBPcSwmAiAPBnkkWFZVaGdqaCAAKClzSUAQFBYWCREmBXd6Yx4IEQMfDRxoPVpaCxN4aGx_cGg3OCRzbWhobXYAAAAAvrI5UA%3D%3D%24&vid=2055247180&q=,Kia
RIO 12 (2011-2014),AUS,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEAPQARZAFXQUpzTxQIR0MQeHVgYWN9flpXWx4RURcIEX9_KldJAAcEARAfFkVJX1tiEUlLbXNkYggTL1hQRnxochVINDo5BAsGBExsREUfJSx8eHp6ZX1KaRsWD3JkfW9zYXAEUTcwfRMFBxIbBgZaVFQAAwUBGwAAAACKqzvN%24&vid=1099036158&q=,Kia
RIO 12 (2011-2015),USA,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGEuYSV4IXTxc73y5CMw8eU_Pv89-f5-t7T35qV1ZOMlfv7rtPNhIOAhZSbksHN29_mlc3P6feA26STs-HP1_bl3JHMsL69gI-CgMjowMGboaj4_P7-4fnO7Z-Si_bg-ev35fSA1bO0-ZeBg5afgoLe0NCEh4GEnwAAAAB7mhqE%24&vid=502977662&q=,Kia
RIO 12 (2011-2014),MES,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHT7tPCt9KEkpmgnMfblJDDq6qjsrCurYmEiM3CgsTbwqys-YSa09TX0sPMxZaajIixwpqYvqDKio7666iNo6uw0Mab5-nq19jV15-_l5bM9v-vq6mptq6ZusjF3KG3rrygsqPXguTjrsDW1MHI1dWJh4fT0NbSyAAAAABMko95%24&vid=71450698&q=,Kia
SOUL 12 (2011-2013),CAN,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHA_cDRpMGXgYqzj9TIh4PQuL-2u6O1u5qXm97RkdfI0b-_6peJwMfEwdDf1oWJn5ui0YmLrbO8v8b96oODkJqYkNWI9Pr5xMvGxIyshIXf5ey8uLq6pb2KqdvWz7Kkva-zobDEkfb2p7_UxMDT3MSblIjfwcTEwdoAAAAA1WptSg%3D%3D%24&vid=664567303&q=,Kia
RIO 12 (2011-2015),CAN,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEVKBUEcRRCVF9mWgEdUlYFbWpjbnZoa09CTgsERAIdBGpqP0JcFRIRFAUKA1BcSk53BFxeeGYSYk9EAVRlRGpQSQBdIS8sER4TEVl5UVAKMDlpbW9vcGhffA4DGmdxaHpmdGURRCIlaAYQEgcOExNPQUEVFhAVDgAAAABetgGi%24&vid=110396216&q=,Kia
MORNING/PICANTO 11 (2011-2015),GEN,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHr1uv6j-q8qqGYpP_jrKj7k5ibl4iLnLG_sPX6uvzj-pSUwbyi6-zv6vv0_a6itLCJ-qKghpipmcjD4Iqh75qGlf6j39HS7-Dt76eHr670zseXk5GRjpahgvD95JmPloSYipvvusPdi5aWkJ73j5TDz9yNl__v6Pj377C_o_Tq7-_s8QAAAACta5Vd%24&vid=588676210&q=,Kia
RIO 12 (2011-2014),GEN,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFrVmt6D2o8KiEYJH9jLCh7ExgbFwgWFTE8MHV6OnxjehQUQTwia2xvant0fS4iNDAJeiIgBhgdAjl3ZCoHESRpCX4jX1FSb2BtbycHLy50TkcXExERDhYhAnB9ZBkPFgQYChtvOlxbFnhubHlwbW0xPz9raG5qcAAAAADkkwzA%24&vid=704343971&q=,Kia
SOUL 12 (2011-2013),AUS,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEJNAkYbQheSEN6Rh0BTkoZcXxpaGp8clNeUhcYWB4BGHZ2I15ACQ4NCBkWH0xAVlJrGEBCZHpkUAg5J1R7XElNXRxBPTMwDQIPDUVlTUwWLCV1cXNzbHRDYBIfBnttdGZ6aHkNWD8_bnYdDQkaFQ1SXUEWCA0NCBMAAAAAozNRiA%3D%3D%24&vid=1653207245&q=,Kia
Morning,DOM,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGKt4qb7ovdy8D5xZ6Czcma8vrw9enq_dDe0ZSb252Cm_X1oN3Dio2Oi5qVnM_D1dHom8PB5_mO5qmGvvnxytrv9J_CvrCzjoGMjsbmzs-Vr6b28vDw7_fA45Gchfju9-X56_qO26KcytfX0d8AAAAAC8XE9Q%3D%3D%24&vid=399861964&q=,Kia
K3,DOM,2012,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF0SXRlEHUjNT4HO2B8MzdkDAQOCxcBdS4jL2plJWN8ZQsLXiM9dHNwdWRrYjE9Ky8WZT0_GQcPI2cgSCMBcAIjJGE8QE5NcH9ycDgYMDFrUVgIDA4OEQk-HW9iewYQCRsHFQRwJVo-AAAAACU7-6w%3D%24&vid=130085978&q=,Kia
K9,DOM,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGeo56P-p_J39Tt0YqW2d2O5u7k4f3u4MTKxYCPz4mWj-HhtMnXnpman46BiNvXwcX8j9fV8-3F3aSD1YHV3tjglYvWqqSnmpWYmtLy2tuBu7Li5uTk--PU94WIkez64_Ht_-6az7DeAAAAAGczLgM%3D%24&vid=1965752201&q=,Kia
QUORIS 11 (2011-2014),GEN,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGLtoua74rcysH4xJ-DzMib8_j79-j79dHf0JWa2pyDmvT0odzCi4yPipuUnc7C1NDpmsLA5viPzdLDvPvsi_Dm357Dv7Gyj4CNj8fnz86Urqf38_Hx7vbB4pCdhPnv9uT46vuP2r-n9ur27ZmJjp3I3MKIiZKMiYmLlAAAAACiPjCH%24&vid=7082799&q=,Kia
QUORIS 11 (2011-2015),MES,2012,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEyDzIjVjNlc3hBfSY6dXEiSktCU1FCTGhmaSwjYyU6I01NGGV7MjU2MyItJHd7bWlQI3t5X0FNZhcFL3RFRXFpZid6BggLNjk0Nn5ednctFx5OSkhIV094WykkPUBWT11BU0I2YwYeT1NPVCAwNyRxZXsxMCs1MDAzLQAAAADVTwyQ%24&vid=1521673174&q=,Kia
K3 12 (2012-2018),EUR;GEN,2012,2018,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHH-sfWo8aQho20iNPPgITXv7anp6Syxp2QnNnWltDP1ri47ZCOx8DDxtfY0YKOmJyl1o6MqrScm_vR3cGnhqbMk9KP8_3-w8zBw4urg4LY4uu7v729orqNrtzRyLWjuqi0prfDlumN1cXB0t3Gw8Cej4zFxcvbAAAAAO105QE%3D%24&vid=1115632346&q=,Kia
SORENTO 12 (2012-2014),AUS,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF-Q35vGn8pPzQNMWp2OT1uBgseHx0SBSQpJWBvL2l2bwEBVCk3fnl6f25haDs3ISUcbzc1Ew0jLCREcy0fBC4jHGs2SkRHenV4ejISOjthW1ICBgQEGwM0F2VocQwaAxENHw56L0hIHggEHwNte3o1MzV8fHhmfn17fDwAAAAAuJfLog%3D%3D%24&vid=283466672&q=,Kia
OPTIMA HYBRID 11 (2011-2013),GEN,2012,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGOs46f6o_Zz8T9wZqGyc2e9v3-8u3u_qDaxp6RmN6eh5jzrKrFjI-Oi4iflpqWyc2e7ZjGwuL68Zycw_L08o_I9IqZm7So_IuCiY3D5ciWn7fp8_H18-r0xrqbhMr97fLm_Oj819G47Onz9v2d8uGnub74nYuKnJWIiNTa2o6Ni4iVAAAAAFxW8Hc%3D%24&vid=513802242&q=,Kia
CEED 12 (SLOVAKIA PLANT-EUR) (2012-2015),EUR,2012,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF7RntqH3osOjEING9zPDhrGwobGxgOfyEsIGVqKmxzagQEUSwye3x_emtkbT4yJCAZajIwFggGFGZmSnoNfX46DW4zT0FCf3B9fzcXPz5kXlcHAwEBHgYxEmBtdAkfBhQIGgt_Kl1HDAxvf3toZx5cUVQIAwYPaRgDDF5KLwwdHWdpYH19ISwve3h-e2AAAAAApr54gw%3D%3D%24&vid=148402107&q=,Kia
K7,DOM,2012,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGLtoua74rcysH4xJ-DzMib8_vx9Oj1-tHd0JWa2pyDmvT0odzCi4yPipuUnc7C1NDpmsLA5vjY_rqZtOno-O6U-Z7Dv7Gyj4CNj8fnz86Urqf38_Hx7vbB4pCdhPnv9uT46vuP2qXFAAAAAKlwV4I%3D%24&vid=949940690&q=,Kia
OPTIMA HYBRID 11 (2011-2013),EUR,2012,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGwjbCh1LHn8frD_6S49_OgyMHQ0NPQwJ7k-KCvpuCguabNkpT7srGwtbahqKSo9_Og06b4_NzE6-2Rq_H21Pe37e-npYqWwrW8t7P92_aooYnXzc_LzdTK-ISluvTD08zYwtbC6e-G0tfNyMOjzN-Zh4DGo7W0oqu2turk5LCztbarAAAAAOd_0H8%3D%24&vid=1590177896&q=,Kia
SORENTO 12 (2012-2014),EUR,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEyDzIjVjNlc3hBfSY6dXEiSkNSUlFeSWhlaSwjYyU6I01NGGV7MjU2MyItJHd7bWlQI3t5X0FlZwkIHFpLSEJrZid6BggLNjk0Nn5ednctFx5OSkhIV094WykkPUBWT11BU0I2YwQEUkRIU08hNzZ5f3kwMDQqMjE3MHAAAAAAHDvKpg%3D%3D%24&vid=685506607&q=,Kia
CERATO/FORTE 12 (2012-2016),GEN,2012,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHZ5NnIvdiOmJOqls3RnprJoaqppbqs2IOOgsfIiM7RyKam846Q2d7d2MnGz5yQhoK7yJCStKq7uPbU9aOLrKacicyR7ePg3dLf3ZW1nZzG_PWloaOjvKSTsMLP1qu9pLaquKndiP_luau5o8Ssor3m-YDa2M3E2drc3Z-OkNrcxAAAAABnjc_o%24&vid=318900224&q=,Kia
QUORIS 11 (2012-2014),EUR,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFRbFFANVAGEBsiHkVZFhJBKSAxMTIhLwsFCk9AAEZZQC4uewYYUVZVUEFORxQYDgozQBgaPCInEWpNbhUGPQw6L0QZZWtoVVpXVR09FRROdH0tKSsrNCwbOEpHXiM1LD4iMCFVAGV9LDAsN0NTVEcSBhhSUEhWU1NRTgAAAACxNh-x%24&vid=803814921&q=,Kia
SORENTO 12 (2012-2014),GEN,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGplKm4zaj-6OPa5r2h7uq50drZ1crF0vP-8re4-L6huNbWg_7gqa6tqLm2v-zg9vLLuODixNrZr527qN_5-M7B6bzhnZOQraKvreXF7ey2jIXV0dPTzNTjwLK_ptvN1MbayNmt-J-fyd_TyNS6rK3i5OKrq6-xqaqsq-sAAAAAqf0JAQ%3D%3D%24&vid=2036258133&q=,Kia
CERATO 12 (2012-2016),MES,2012,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwG-g76v2r_p__TN8aq2-f2uxsfO393Lv-Tp5aCv76m2r8HBlOn3vrm6v66hqPv34eXcr_f1083QxJG69c6g2cnc4qv2ioSHurW4uvLS-vuhm5LCxsTE28P016Wosczaw9HN386675iC3szexKy8uKj96fe9v6e5vLy8oQAAAADBQcPi%24&vid=1833490599&q=,Kia
SORENTO 12 (2012-2014),MES,2012,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHI9cjZrMmfiYK7h9zAj4vYsLG4qauks5Kfk9bZmd_A2be34p-ByM_MydjX3o2Bl5Oq2YGDpbuOkMDr_c-qupevut2A_PLxzMPOzISkjI3X7eS0sLKyrbWCodPex7qstae7qbjMmf7-qL6yqbXbzcyDhYPKys7QyMvNyooAAAAAfjKRuA%3D%3D%24&vid=1403364860&q=,Kia
SOUL 13 (2013-2016),USA,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEeIx4Peh9JX1RtUQoWWV0OZmFmbX1oGkRIRQAPTwkWD2FhNElXHhkaHw4BCFtXQUV8D1dVc21SehgxDX16RkdYbAtWKiQnGhUYGlJyWlsBOzJiZmRke2NUdwUIEWx6Y3Ftf24aTygoeWEKGh8NAhpFSlQBHxoaGgQAAAAA_W4KOQ%3D%3D%24&vid=1162008964&q=,Kia
CEED 12 (SLOVAKIA PLANT-AUS) (2013-2015),AUS,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGXqpeG85bA1t3k2IOf0NSH9-L39vTik83AzImGxoCfhujovcDel5CTloeIgdLeyMz1ht7c-uTR6pKDqOLI9JL_nILfo62uk5yRk9v709KIsrvr7-3t8urd_oyBmOXz6vjk9ueTxrGr4OCDk5eEi_Kwvbjk7-rjhfTv4LKmw-Tx8IuFjJGRzcHDl5SSl4wAAAAAhq0yUw%3D%3D%24&vid=1893845820&q=,Kia
CADENZA 13 (2013-2016),MES,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwH5xPnonfiuuLOKtu3xvrrpgYCJmJqHiKOvoufoqO7x6IaG066w-f79-Onm77ywpqKb6LCylIqnrsvF06-BjvqaveyxzcPA_fL__bWVvbzm3NWFgYODnISzkOLv9oudhJaKmIn9qN_Bj4-Dlorq_PyytLL7-_7h-fr8-bsAAAAA7FYXbw%3D%3D%24&vid=505861663&q=,Kia
CERATO 12 (2013-2016),AUS,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwErFis6Typ8amFYZD8jbGg7U15LSkheKnF8cDU6ejwjOlRUAXxiKywvKjs0PW5idHBJOmJgRlhALB98B2F0QC5oaz5jHxESLyAtL2dHb240DgdXU1FRTlZhQjA9JFlPVkRYSlsveg0XS1lLUTkpLT1ofGIoKzIsKSkpNAAAAACKJMeo%24&vid=713592411&q=,Kia
CADENZA 13 (2013-2016),USA,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF4RXhpHHkvOTILN2xwPztoAAcACxsGCSIuI2ZpKW9waQcHUi8xeH98eWhnbj0xJyMaaTEzFQshCWJpNxt4egY7KG0wTEJBfHN-fDQUPD1nXVQEAAICHQUyEWNudwocBRcLGQh8KV5ADg4CFwtrfX0zNTN6en9geHt9eDoAAAAAmF5dZw%3D%3D%24&vid=937388627&q=,Kia
OPTIMA 14 (2013-2015),AUS,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFzTnNiF3IkMjkAPGd7NDBjCwYTEhATAykiKG1iImR7YgwMWSQ6c3R3cmNsZTY6LCgRYjo4HgAYMC0kf2wMFjU1eGY7R0lKd3h1dz8fNzZsVl8PCwkJFg45GmhlfAEXDhwAEgN3IllaFQkKB2Fxc2UwJDpwc2p0cXFybAAAAABn72be%24&vid=218077541&q=,Kia
SOUL 13 (2013-2016),EUR,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGXqpeG85bA1t3k2IOf0NSH7-b39_Thk83BzImGxoCfhujovcDel5CTloeIgdLeyMz1ht7c-uTpzZC6gZfo5fHi6YLfo62uk5yRk9v709KIsrvr7-3t8urd_oyBmOXz6vjk9ueTxqGh8OiDk5aEi5PMw92IlpOTk40AAAAAghmLVg%3D%3D%24&vid=12623747&q=,Kia
K5 Hybrid,DOM,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF4RXhpHHkvOTILN2xwPztoAAgCBxsYCFYsNWhnbihocW4FWlwzenl4fX5pYGxgPztoG24wNBQMHl5Edyk-dBs7OxlvbUJeCn10f3s1Ez5gaUEfBQcDBRwCMExtcjwLGwQQCh4KISdKf2sENCg5JSoAAAAAVYM8Zw%3D%3D%24&vid=1100300809&q=,Kia
CADENZA 13 (2013-2015),GEN,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEMMQwdaA1bTUZ_QxgES08cdH98cG9yfVZaVxIdXRsEHXNzJltFDAsIDRwTGklFU1duHUVHYX9PbC44OgxPDFBfZhlEODY1CAcKCEBgSEkTKSBwdHZ2aXFGZRcaA35ocWN_bXwIXSo0enp2Y38fCQlHQUcODgsUDA8JD04AAAAAPk2iMg%3D%3D%24&vid=1138754936&q=,Kia
FORTE 12 (2013-2016),USA,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHV6NXEsdSClJ-mmsHdkpbFraqtprag1I-CjsvEhMLdxKqq_4Kc1dLR1MXKw5Ccio63xJyeuKa-oIuIlJG10IWts8Cd4e_s0d7T0Zm5kZDK8Pmpra-vsKifvM7D2qexqLqmtKXRhPbjtbKkwNbUwcuMgJ3Uy9PQ1tDIAAAAALBrIYk%3D%24&vid=117533915&q=,Kia
SOUL 13 (2013-2016),CIS,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwG9gL2s2bzq_PfO8qm1-v6txdvd3N7Luefr5qOs7Kq1rMLCl-r0vbq5vK2iq_j04ubfrPT20M7euOSegvfl47y7vqj1iYeEuba7ufHR-fiimJHBxcfH2MD31Karss_ZwNLO3M257IuL2sKpubyuobnm6feivLm5uacAAAAAmgreRw%3D%3D%24&vid=98152681&q=,Kia
K5 HYBRID 14 (2013-2015),CAN,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHF-MXUocSShI-2itHNgobVvbqzvqalteuRiNXa05XVzNO45-GOx8TFwMPU3dHdgobVptONiamxnpvUzJqUobnDvJ7S0P_jt8DJwsaIroPd1PyiuLq-uKG_jfHQz4G2prmtt6O3nJr3wta5qbWkuLeOkYjX3sPAxsXcwZ6Rid4AAAAAbvTGVQ%3D%3D%24&vid=1426063918&q=,Kia
K5 HYBRID 14 (2013-2015),USA,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFzTnNiF3IkMjkAPGd7NDBjCwwLABATA10nPmNsZSNjemUOUVc4cXJzdnVia2drNDBjEGU7Px8HCyxfRzcWBnU2A3NkZklVAXZ_dHA-GDVrYkoUDgwIDhcJO0dmeTcAEA8bARUBKixBdGAPHwMSDgE4Jz5haHV2cHNqdygnP2gAAAAABxiegQ%3D%3D%24&vid=711186856&q=,Kia
CERATO/FORTE 12 (2013-2016),CAN,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFNcE1cKUwaDAc-AllFCg5dNTI7Ni44TBcaFlNcHFpFXDIyZxoETUpJTF1SWwgEEhYvXAQGID4tDG5EXTAfDDUMK1gFeXd0SUZLSQEhCQhSaGExNTc3KDAHJFZbQj8pMCI-LD1JHGtxLT8tN1A4NilybRROTFlQTU5ISAsaBE5IUAAAAABLslnF%24&vid=1872436117&q=,Kia
SOUL 13 (2013-2016),GEN,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwE1CDUkUTRidH9GeiE9cnYlTUlNRVZDMW9jbiskZCI9JEpKH2J8NTIxNCUqI3B8am5XJHx-WEZKag49KFFsZmIwSyB9AQ8MMT4zMXlZcXAqEBlJTU9PUEh_XC4jOkdRSFpGVEUxZAMDUkohMTQmKTFuYX8qNDExMS8AAAAAlcHVZg%3D%3D%24&vid=2051875226&q=,Kia
SOUL 13 (2013-2016),CAN,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHf4t_Ou96InpWskMvXmJzPp6CppLyp24WJhMHOjsjXzqCg9YiW39jb3s_AyZqWgIS9zpaUsqy4jOCPlL_ah4ufg8qX6-Xm29TZ25Ozm5rA-vOjp6WluqKVtsTJ0K27orCsvq_bjunpuKDL297Mw9uEi5XA3tvb28UAAAAAswi73w%3D%3D%24&vid=769427518&q=,Kia
OPTIMA 14 (2013-2015),MES;GEN,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFBfEFQJUAWAAsyDlVJBgJROTgxICIhMRsQGl9QEFZJUD4-axYIQUZFQFFeVwQIHhojUAgKLDI5A0xwUhhKNgMsBVQJdXt4RUpHRQ0tBQReZG09OTs7JDwLKFpXTjMlPC4yIDFFEGtoJzs4NVNDQVcCFghCQVhGQ0NAXgAAAACAdiLD%24&vid=1337975729&q=,Kia
K5,DOM,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF_Qn9uG34oPjUMMGt3ODxvBw8FABwfDyUuJGFuLmh3bgAAVSg2f3h7fm9gaTo2ICQdbjY0EgwqM2JqbykKeRo_fGo3S0VGe3R5ezMTOzpgWlMDBwUFGgI1FmRpcA0bAhAMHg97LlEzAAAAALWsvbM%3D%24&vid=1782054756&q=,Kia
OPTIMA 14 (2013-2015),EUR,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGVqJWE8ZTC1N_m2oGd0taF7eT19fb15c_EzouExIKdhOrqv8LclZKRlIWKg9Dcys73hNze-OaTzJGDhdGXydmT44Ddoa-skZ6Tkdn50dCKsLnp7e_v8Ojf_I6Dmufx6Prm9OWRxL-88-_s4YeXlYPWwtyWlYySl5eUigAAAABeMkaq%24&vid=620117476&q=,Kia
CADENZA 13 (2013-2016),CAN,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHH-sfWo8aQho20iNPPgITXv7ixvKS5tp2RnNnWltDP1ri47ZCOx8DDxtfY0YKOmJyl1o6MqrTEkpn00LyMmMG5wNKP8_3-w8zBw4urg4LY4uu7v729orqNrtzRyLWjuqi0prfDluH_sbG9qLTUwsKMiozFxcDfx8TCx4UAAAAANoCJgQ%3D%3D%24&vid=544807181&q=,Kia
OPTIMA 14 (2013-2015),CAN,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHxzPHglfCmsLuCvuX5trLhiY6HipKRgaugqu_goOb54I6O26a48fb18OHu57S4rqqT4Li6nIKuqMLf0LWvroqtj-S5xcvI9fr39b2dtbTu1N2NiYuLlIy7mOrn_oOVjJ6CkIH1oNvYl4uIhePz8eeyprjy8ej28_Pw7gAAAACzBwCL%24&vid=1376921247&q=,Kia
OPTIMA 14 (GEORGIA PLANT-USA) (2013-2015),USA,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEZJBkIfRhOWFNqVg0RXloJa2Zhanp5aTNNVAkGD0kJEA9kOz1SGxgZHB8IAQ0BXloJeg9RVXVteC0WN0QZQRhcXFoODCM_axwVHhpUcl8BCCB-ZGZiZH1jUS0ME11qemVxa39rQEYve35kYWoKHBtSVCduZX9rYmsNfz49Ln8HeH9qAw0HQExRGAcfHBofBAAAAADUAipq%24&vid=705666858&q=,Kia
OPTIMA 14 (2013-2015),GEN,2013,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwELNgsabwpcSkF4RB8DTEgbc3h7d2hre1FaUBUaWhwDGnR0IVxCCwwPChsUHU5CVFBpGkJAZnh8ehg_Qn9uR2pgYR5DPzEyDwAND0dnT04ULid3c3FxbnZBYhAdBHlvdmR4ansPWiEibXFyfxkJCx1IXEIICxIMCQkKFAAAAABsiOzU%24&vid=1970869002&q=,Kia
SOUL 13 (2013-2016),AUS,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHj3uPyh-K0oqmQrPfrpKDzm5aDgoCV57m1uP3ysvTr8pycybSq4-Tn4vP89aaqvLiB8qqojpCvn-rWzeKToLrns_ar19na5-jl56-Pp6b8xs-fm5mZhp6pivj17JGHnoyQgpPnstXVhJz35-Lw_-e4t6n84ufn5_kAAAAAWDqqsA%3D%3D%24&vid=1758067460&q=,Kia
SOUL 13 (2013-2016),GEN,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwG5hLmo3bju-PPK9q2x_vqpwcrJxdrPvePv4qeo6K6xqMbGk-7wub69uKmmr_zw5uLbqPDy1Mrq7revo_3V9dbg6azxjYOAvbK_vfXV_fymnJXFwcPD3MTz0KKvtsvdxNbK2Mm96I-P3satvbiqpb3i7fOmuL29vaMAAAAAH4h2ag%3D%3D%24&vid=1363375273&q=,Kia
SOUL 13 (2013-2016),MES,2013,2016,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEnGic2QyZwZm1UaDMvYGQ3X15XRkRRI31xfDk2djAvNlhYDXBuJyAjJjc4MWJueHxFNm5sSlRYUH4WNCJfRERBQTJvEx0eIywhI2tLY2I4AgtbX11dQlptTjwxKFVDWkhURlcjdhERQFgzIyY0OyN8c204JiMjIz0AAAAAlKhxng%3D%3D%24&vid=730482000&q=,Kia
